ndb_no,shrt_desc,water_g,energ_kcal,protein_g,lipid_tot_g,ash_g,carbohydrt_g,fiber_td_g,sugar_tot_g,calcium_mg,iron_mg,magnesium_mg,phosphorus_mg,potassium_mg,sodium_mg,zinc_mg,copper_mg,manganese_mg,selenium_ug,vit_c_mg,thiamin_mg,riboflavin_mg,niacin_mg,panto_acid_mg,vit_b6_mg,folate_tot_ug,folic_acid_ug,food_folate_ug,folate_dfe_ug,choline_tot_mg,vit_b12_ug,vit_a_iu,vit_a_rae,retinol_ug,alpha_carot_ug,beta_carot_ug,beta_crypt_ug,lycopene_ug,lut_zea_ug,vit_e_mg,vit_d_ug,vit_d_iu,vit_k_ug,fa_sat_g,fa_mono_g,fa_poly_g,cholestrl_mg,gmwt_1,gmwt_desc1,gmwt_2,gmwt_desc2,refuse_pct
5733,"TURKEY,RTL PARTS,BREAST,MEAT & SKN,CKD,RSTD",64.59,164,29.01,5.33,1.25,0.05,0,0,15,1.03,29,251,292,114,1.57,0.064,0.006,29.8,0,0.042,0.199,11.614,1.025,0.789,9,0,9,9,6.6,1.75,32,10,10,0,0,0,0,6,0.07,0.3,14,0,1.657,1.962,1.708,79,85,3 oz,863,1 breast,12
5734,"TURKEY,RTL PARTS,WING,MEAT & SKN,RAW",66.78,202,19.53,13.79,0.81,0.05,0,0.03,8,0.68,17,139,192,67,2.14,0.049,0.007,18,0,0.033,0.121,5.61,0.623,0.538,6,0,6,6,46.1,0.91,100,30,30,0,0,0,0,0,0.1,0.5,19,0,3.549,4.641,3.712,84,85,3 oz,518,1 wing,38
5735,"TURKEY,RTL PARTS,WING,MEAT & SKN,CKD,RSTD",57.34,235,28.74,13.29,1.1,0.13,0,0,14,1,24,192,215,106,2.99,0.07,0.007,28.4,0,0.037,0.205,8.876,0.777,0.59,9,0,9,9,77.1,1.36,80,24,24,0,0,0,0,0,0.17,0.8,34,0,3.656,4.765,3.836,115,85,3 oz,375,1 wing,38
1131,"EGG,WHL,CKD,POACHED",75.85,143,12.51,9.47,1.46,0.71,0,0.37,56,1.75,12,197,138,297,1.29,0.072,0.028,30.6,0,0.032,0.387,0.063,1.527,0.144,35,0,35,35,234.1,0.71,538,160,159,0,0,9,0,501,1.04,2,82,0.3,3.113,3.643,1.904,370,50,1 large,,,0
5736,"TURKEY,RTL PARTS,DRUMSTK,MEAT & SKN,RAW",73.37,141,19.96,6.84,0.88,0,0,0,9,1.14,21,151,208,86,2.92,0.079,0.006,20.3,0,0.049,0.28,4.8,1.054,0.339,6,0,6,6,72.5,1.9,86,26,26,0,0,0,0,5,0.18,0.5,18,0,1.896,2.314,1.958,82,85,3 oz,356,1 drumstick,33
5737,"TURKEY,RTL PARTS,DRUMSTK,MEAT & SKN,CKD,RSTD",62.57,197,28.21,9.37,1.07,0,0,0,16,1.58,24,196,254,112,4.22,0.107,0.007,29.9,0,0.063,0.341,5.574,1.133,0.398,9,0,9,9,113.9,2.46,38,11,11,0,0,0,0,7,0.08,0.3,13,0,2.307,3.378,2.754,120,85,3 oz,275,1 drumstick,29
5738,"TURKEY,DRUMSTK,FROM WHL BIRD,MEAT ONLY,RAW",74.89,109,23.66,1.48,1.04,0.14,0,0.05,11,0.73,28,201,242,113,1.28,0.07,0.011,22.7,0,0.042,0.145,9.924,0.775,0.813,7,,7,,65.5,0.63,20,6,6,0,0,0,0,0,0.06,0.1,5,0,0.289,0.264,0.258,57,85,3 oz,337,1 drumstick,44
5739,"TURKEY,DRUMSTK,FROM WHL BIRD,MEAT ONLY,RSTD",67.88,139,30.13,2.08,1.22,0,0,0,9,0.71,32,230,249,99,1.72,0.063,0.011,30.2,0,0.035,0.205,11.75,0.9,0.807,10,0,10,10,104.2,1.9,11,3,3,0,0,0,0,0,0.06,0.3,10,0,0.593,0.626,0.528,80,85,3 oz,206,1 drumstick,42
5740,"TURKEY,THIGH,FROM WHL BIRD,MEAT ONLY,RAW",76.01,108,21.28,2.5,1.03,0.15,0,0.1,11,1.04,25,176,226,124,2.59,0.092,0.014,22.4,0,0.062,0.255,5.696,0.935,0.44,,,,,69.6,2.05,43,13,13,0,0,0,0,0,0.12,0.3,13,0,0.683,0.756,0.613,79,85,3 oz,367,1 thigh,30
5741,"TURKEY,THIGH,FROM WHL BIRD,MEAT ONLY,RSTD",65.23,165,27.71,6.04,1.12,0,0,0,17,1.43,27,212,227,104,3.51,0.127,0.016,31.4,0,0.06,0.375,6.685,1.015,0.438,9,0,9,9,95.8,1.65,18,5,5,0,0,0,0,0,0.07,0.3,10,0,1.807,2.061,1.662,128,85,3 oz,319,1 thigh,43
5742,"TURKEY,RTL PARTS,THIGH,MEAT & SKN,RAW",71.28,161,19.54,9.16,0.94,0,0,0,4,1.31,20,161,239,75,2.6,0.076,0.006,19.8,0,0.053,0.268,5.599,1.179,0.419,6,,6,,69.9,2.13,97,29,29,0,0,0,0,7,0.16,0.5,21,0,2.386,2.994,2.454,83,85,3 oz,454,1 thigh,19
5743,"TURKEY,RTL PARTS,THIGH,MEAT & SKN,CKD,RSTD",65.12,183,23.95,9.5,1.1,0.41,0,0,4,1.5,21,187,273,101,3,0.089,0.006,27.3,0,0.047,0.297,6.446,1.133,0.444,8,0,8,8,96.8,1.67,46,14,14,0,0,0,0,2,0.07,0.3,13,0,2.96,3.593,2.949,116,85,3 oz,348,1 thigh,14
5744,"TURKEY,BACK,FROM WHL BIRD,MEAT & SKN,W/ ADDED SOLN,RAW",66.93,206,16.86,15.41,1.02,0.15,0,0.1,14,0.78,17,159,185,157,2.04,0.085,0.009,18.1,0,0.045,0.194,4.887,0.783,0.333,5,,5,,53.3,1.65,126,38,38,0,0,0,0,0,0.11,0.6,24,0,2.73,7.11,5.57,84,114,4 oz,1245,1 back,47
5745,"TURKEY,BACK,FROM WHL BIRD,MEAT & SKN,W/ ADDED SOLN,RSTD",62.1,205,25.8,11.36,1.42,0,0,0,15,0.68,29,252,252,237,1.52,0.063,0.015,28,0,0.034,0.215,10.669,0.905,0.598,6,0,6,6,70.8,1.68,72,22,22,0,0,0,0,0,0.09,0.5,21,0,3.205,4.138,3.289,87,85,3 oz,949,1 back,49
1013,"CHEESE,COTTAGE,CRMD,W/FRUIT",79.64,97,10.69,3.85,1.2,4.61,0.2,2.38,53,0.16,7,113,90,344,0.33,0.04,0.003,7.7,1.4,0.033,0.142,0.15,0.181,0.068,11,0,11,11,17.5,0.53,146,38,37,0,14,0,0,0,0.04,0,0,0.4,2.311,1.036,0.124,13,113,4 oz,226,"1 cup,  (not packed)",0
1132,"EGG,WHL,CKD,SCRMBLD",76.4,149,9.99,10.98,1.01,1.61,0,1.39,66,1.31,11,165,132,145,1.04,0.059,0.022,23.5,0,0.04,0.376,0.076,1.217,0.134,36,0,36,36,221,0.76,578,161,159,0,26,7,0,372,1.15,1.8,72,4,3.331,4.441,2.429,277,61,1 large,13.7,1 tbsp,0
5746,"CHICkN,BROILR OR FRYRS,BRST,SKNLSS,BNLESS,MEAT ONLY,CKD,BRSD",65.32,157,32.06,3.24,1.19,0,0,0,6,0.49,32,241,343,47,0.96,0.044,0.012,31.9,0,0.098,0.187,9.45,1.585,0.921,,,,,117,0.2,33,10,10,0,0,0,0,0,0.33,0,1,4.3,1.01,1.275,0.791,116,85,3 oz,181,1 piece,0
5747,"CHCKN,BROLR OR FRYRS,BRST,SKNLSS,BNLESS,MEAT ONLY,CKD,GRILLD",66.14,151,30.54,3.17,1.33,0,0,0,5,0.45,34,258,391,52,0.9,0.042,0.012,28.4,0,0.107,0.213,12.133,1.71,1.157,,,,,111.4,0.21,32,10,10,0,0,0,0,0,0.54,0,1,0,0.992,1.212,0.764,104,85,3 oz,196,1 piece,0
5748,"CKN,BRLER OR FRYERS,BRST,SKNLS,BNLS,MT ONLY,W ADDED SLN,BRSD",68.05,145,28.24,3.61,1.32,0,0,0,5,0.43,28,217,313,172,0.8,0.034,0.011,40.2,0,0.075,0.167,9.173,1.25,0.962,,,,,,0.17,31,9,9,0,0,0,0,0,0.42,0,1,,1.193,1.576,0.793,99,85,3 oz,195,1 piece,0
5749,"CKN,BRLER/FRYERS,BRST,SKNLS,BNLS,MT ONLY,W ADDED SLN,GRILLED",66.54,148,29.5,3.39,1.68,0,0,0,6,0.43,31,249,420,215,0.82,0.034,0.011,42.4,0,0.079,0.227,11.067,1.485,0.984,,,,,107.7,0.2,32,10,10,0,0,0,0,0,0.33,0,1,,1.012,1.325,0.713,106,85,3 oz,192,1 piece,0
6001,"SOUP,CRM OF ASPARAGUS,CND,COND",84.05,69,1.82,3.26,2.35,8.52,0.4,0.72,23,0.64,3,31,138,669,0.7,0.1,0.3,1.9,2.2,0.043,0.062,0.62,0.11,0.01,19,0,19,19,13,0.04,441,26,5,0,256,0,13,326,0.49,0,0,22,0.82,0.75,1.46,4,126,".5 cup,  (4 fl oz)",305,"1 can,  (10.75 oz)",0
6002,"SOUP,BLACK BEAN,CND,COND",75.33,91,4.83,1.32,3.1,15.42,6.8,2.49,35,1.5,33,75,250,970,1.1,0.3,0.5,,0.2,0.042,0.039,0.41,0.16,0.07,66,0,66,66,15.5,0,445,22,0,80,219,12,463,36,0.36,,,1.8,0.34,0.48,0.41,0,257,"1 cup,  (8 fl oz)",312,"1 can,  (11 oz), undiluted",0
6003,"CAMPBELL'S RED & WHITE,BEEFY MUSHROOM SOUP,COND",88,40,2.38,1.59,3.27,4.76,0,0.79,0,0.29,,,48,706,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0.397,0.397,0.794,4,126,"1 serving, 1/2 cup",,,0
6004,"SOUP,BEAN W/ PORK,CND,COND",70.17,129,5.88,4.42,2.57,16.97,5.9,3,60,1.53,33,98,375,672,0.77,0.3,0.5,6.4,1.2,0.065,0.025,0.421,0.07,0.031,24,0,24,24,26.7,0.03,662,34,1,118,336,0,5946,9,0.87,0,0,2.4,1.14,1.62,1.36,2,130,.5 cup,326,"1 can, 11.5 oz",0
6006,"SOUP,BEAN W/ FRANKFURTERS,CND,COND",67.7,142,7.6,5.31,2.64,16.75,4.6,,66,1.78,37,126,363,831,0.9,0.3,0.6,6.9,0.7,0.083,0.049,0.78,0.07,0.1,24,0,24,24,,0.06,662,33,0,,,,,,,,,,1.61,2.08,1.25,9,263,"1 cup,  (8 fl oz)",319,"1 can,  (11.25 oz)",0
6007,"SOUP,BEAN W/ HAM,CND,CHUNKY,RTS",78.63,95,5.19,3.5,1.52,11.16,4.6,,32,1.33,19,59,175,400,0.44,0.16,0.29,6.9,1.8,0.06,0.06,0.7,0.04,0.05,12,0,12,12,,0.03,1626,81,0,,,,,,,,,,1.37,1.58,0.39,9,243,"1 cup,  (8 fl oz)",546,"1 can,  (19.25 oz)",0
1133,"EGG,WHL,DRIED",2.78,592,48.05,43.9,4.13,1.13,0,0.56,244,7.2,34,629,540,476,3.15,0.203,0.058,164.7,0,0.183,1.977,0.34,5.55,0.499,119,0,119,119,1266.7,2.96,999,300,300,0,0,36,0,835,3.88,8.3,331,1.2,15.069,16.726,8.314,1630,85,"1 cup,  sifted",5,1 tbsp,0
6008,"SOUP,BF BROTH OR BOUILLON CND,RTS",97.55,7,1.14,0.22,1.05,0.04,0,0,6,0.17,2,13,54,372,0,0,0.01,0.7,0,0.002,0.021,0.78,0.02,0.01,2,0,2,2,2.9,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.09,0.01,0,240,1 cup,435,"1 can, 14.5 oz",0
6009,"SOUP,BF NOODLE,CND,COND",84.42,67,3.85,2.46,2.12,7.16,0.6,2.06,12,0.88,5,37,79,653,1.23,0.11,0.218,5.9,0.3,0.055,0.047,0.849,0.16,0.03,15,12,4,23,14,0.16,202,11,1,0,120,0,8507,4,1,0,0,1.6,0.91,0.99,0.39,4,125,.5 cup,305,"1 can,  (10.75 oz)",0
6010,"SOUP,CRM OF CELERY,CND,COND",84.96,72,1.32,4.46,2.23,7.03,0.6,1.35,32,0.5,5,30,98,516,0.12,0.113,0.2,1.8,0.2,0.023,0.039,0.265,0.92,0.01,2,0,2,2,9,0.04,282,22,9,0,151,0,0,155,1.39,0,0,17.2,1.12,1.03,2,11,126,.5 cup,305,"1 can,  (10.75 oz)",0
6011,"SOUP,CHS,CND,COND",81.69,82,0.8,3.92,2.29,11.3,2.2,3.73,36,0.15,12,33,37,692,0.15,0.1,0.2,3.6,0.2,0.013,0.105,0.31,0.07,0.02,3,0,3,3,13.3,0,235,69,69,0,2,0,0,1,0.56,0,0,4.7,2.45,1.082,0.114,3,124,.5 cup,,,0
6013,"SOUP,CHICK BROTH,CND,COND",91.96,31,4.42,1.04,1.83,0.75,0,0.35,6,0.41,2,60,170,621,0.2,0.1,0.2,2.3,0,0.006,0.046,2.23,0.04,0.02,4,0,4,4,9.4,0.2,0,0,0,0,0,0,0,0,0.01,0,0,0,0.31,0.47,0.22,1,126,".5 cup,  (4 fl oz)",305,"1 can,  (10.75 oz)",0
6014,"CAMPBELL'S RED & WHITE,BROCCOLI CHS SOUP,COND",83.1,81,1.61,3.63,1.98,9.68,0,2.42,32,0,,,234,661,8.47,,,,1,,,,,,,,,,,,806,,,,,,,,,,,,1.613,2.016,0,4,124,"1 serving, 1/2 cup",,,0
6015,"SOUP,CHICK,CND,CHUNKY,RTS",84.12,71,5.06,2.64,1.31,6.88,0.6,0.87,10,0.69,3,45,70,354,0.4,0.1,0.1,2.5,0.5,0.034,0.069,1.76,0.16,0.02,2,0,2,2,7.5,0.1,511,27,2,104,249,3,73,56,0.13,0,0,2.5,0.79,1.18,0.55,12,245,1 cup,,,0
6016,"SOUP,CRM OF CHICK,CND,COND",82.75,90,2.38,5.77,1.95,7.16,0,0.54,14,1.06,4,31,49,702,0.29,0.128,0.068,1.9,0.1,0.013,0.046,0.392,0.192,0,2,0,2,2,10.3,0,182,43,41,0,28,0,0,1,0.54,0,0,4.1,1.697,2.056,1.063,8,126,".5 cup,  (4 fl oz)",305,"1 can,  (10.75 oz)",0
6017,"SOUP,CHICK GUMBO,CND,COND",88.02,45,2.1,1.14,2.07,6.67,1.6,1.93,19,0.71,3,20,60,693,0.3,0.1,0.2,6.7,4,0.2,0.3,0.53,0.16,0.05,5,0,5,5,,0.02,98,5,0,0,57,2,1416,74,0.36,,,5.7,0.26,0.52,0.28,3,126,".5 cup,  (4 fl oz)",305,"1 can,  (10.75 oz)",0
6018,"SOUP,CHUNKY CHICK NOODLE,CND,RTS",89.88,41,3.09,1.16,1.4,4.46,0.8,0.38,11,0.35,7,36,117,306,0.17,0.028,0.056,4.9,0.4,0.018,0.02,1.196,0.094,0.05,9,3,6,11,6.2,0.08,1224,62,1,266,593,14,0,58,0.12,0,0,1.7,0.627,0.298,0.172,5,530,1 can,243,1 cup,0
1134,"EGG,WHL,DRIED,STABILIZED,GLUCOSE RED",1.87,615,48.17,43.95,3.63,2.38,0,,222,8.28,49,715,515,548,5.71,0.27,0.15,121.1,0,0.325,1.232,0.259,6.71,0.42,193,0,193,193,,10.51,2050,616,616,,,,,,,,,,13.198,17.564,5.713,2017,85,"1 cup,  sifted",5,1 tbsp,0
6019,"SOUP,CHICK NOODLE,CND,COND",88.2,48,2.37,1.55,1.81,6.07,0.9,0,6,0.67,8,38,48,681,0.28,0.027,0.098,6.3,0,0.079,0.07,1.222,0.107,0.042,14,10,5,21,11.2,0.12,410,22,2,0,243,0,0,7,0.05,0,0,0,0.389,0.536,0.339,8,124,.5 cup,,,0
6022,"SOUP,CHICK RICE,CND,CHUNKY,RTS",86.78,53,5.11,1.33,1.37,5.41,0.4,0.6,14,0.78,4,30,45,370,0.4,0.1,0.1,4.5,1.6,0.01,0.041,1.71,0.15,0.02,2,0,2,2,4.9,0.13,2418,122,1,529,1183,1,13,96,0.24,0,0,7.2,0.4,0.6,0.28,5,240,1 cup,539,"1 can, 19 oz",0
6023,"SOUP,CHICK W/ RICE,CND,COND",83.15,68,1.84,1.56,1.88,11.57,0.9,0.23,41,0.25,10,42,34,645,0.18,0.096,0.3,4.1,0,0.014,0.02,0.918,0.14,0.02,1,0,1,1,9.8,0.13,498,25,0,84,257,0,0,6,0.07,0,0,0.3,0.37,0.74,0.34,4,126,.5 cup,,,0
6024,"SOUP,CHICK & VEG,CND,RTS",91.68,33,1.97,0.73,0.93,4.68,0.9,1.01,14,0.25,8,35,133,229,0.22,0.023,0.056,3,0,0.017,0.098,0.906,0.212,0.072,13,0,13,13,7.7,0.11,1044,52,0,224,512,3,70,134,0.24,0,0,2.2,0.121,0.158,0.134,3,255,1 cup,,,0
6025,"SOUP,CHICK VEG,CND,COND",85.52,61,2.94,2.32,2.22,7.01,0.7,1.26,14,0.71,5,33,126,706,0.3,0.099,0.3,4.5,0.8,0.036,0.046,1.004,0.14,0.039,4,0,4,4,8.9,0.1,2136,109,2,466,1042,3,328,73,0.25,0,0,3.3,0.69,1.04,0.49,7,121,.5 cup,303,"1 can,  (10.7 oz)",0
6026,"SOUP,CHILI BF,CND,COND",70.86,117,5.09,2.53,2.69,18.86,2.5,5.09,33,1.62,19,113,400,788,1.56,0.3,0.8,5,3.1,0.045,0.058,0.813,0.221,0.12,9,0,9,9,21.7,0.3,1149,57,0,27,603,147,2584,178,1.08,,,3.2,1.242,1.013,0.095,10,263,"1 cup,  (8 fl oz)",319,"1 can,  (11.25 oz)",0
6027,"SOUP,CLAM CHOWDER,MANHATTAN STYLE,CND,CHUNKY,RTS",86.04,56,3.02,1.41,1.69,7.84,1.2,1.67,28,1.1,8,35,160,417,0.7,0.1,0.1,6.7,5.1,0.024,0.026,0.77,0.1,0.11,4,0,4,4,7.9,3.3,1340,70,3,270,662,0,5112,33,0.67,0,0,3.3,0.88,0.41,0.05,6,240,"1 cup,  (8 fl oz)",539,"1 can,  (19 oz)",0
6028,"SOUP,CLAM CHOWDER,MANHATTAN,CND,COND",84.3,61,1.74,1.76,2.46,9.74,1.2,2.7,19,1.3,8,33,150,698,0.74,0.1,0.3,7.5,3.2,0.024,0.032,0.65,0.15,0.08,8,0,8,8,,3.23,762,41,3,87,399,15,6426,27,1.03,,,5.5,0.305,0.305,1.027,2,126,".5 cup,  (4 fl oz)",305,"1 can,  (10.75 oz)",0
6029,"CAMPBELL'S,HEALTHY REQUEST,CHICK W/ RICE,COND",88.8,46,1.59,1.19,1.23,7.19,0.8,0.79,0,0,4,33,484,325,0.2,0.054,0.182,1.7,1,0.01,0.025,1.059,0.111,0.037,3,0,3,3,9.8,0.07,595,30,0,123,293,4,0,10,0.07,0,0,0.7,0.397,0.397,0,4,126,.5 cup,,,0
6030,"SOUP,CLAM CHOWDER,NEW ENGLAND,CND,COND",81.49,72,3.17,2.06,2.96,10.32,0.7,0.38,16,2.48,13,260,221,516,0.37,0.239,0.165,6.3,4.1,0.125,0.165,1.55,0.231,0.104,14,0,14,14,6.9,9.47,58,17,17,0,0,0,0,3,0.42,0,0,0.8,0.959,0,0.959,6,126,.5 cup,303,"1 can,  (10.7 oz)",0
1135,"EGG,WHITE,DRIED,FLAKES,STABILIZED,GLUCOSE RED",14.62,351,76.92,0.04,4.25,4.17,0,0,83,0.23,67,83,1042,1156,0.15,0.23,0.07,116.8,0,0.035,2.162,0.675,1.829,0.023,89,0,89,89,8.4,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.35,1 oz,227,.5 lb,0
6032,"SOUP,BF BROTH BOUILLON & CONSOMME,CND,COND",94.76,11,2.52,0,2.4,0.32,0,0,7,0.43,4,26,125,694,0.01,0.002,0.019,1.4,0.7,0.017,0.023,0.58,0.039,0.02,5,0,5,5,,0.14,0,0,0,0,0,0,0,0,0.01,,,0,0,0,0,0,124,.5 cup,310,"1 can,  (10.5 oz)",0
6037,"SOUP,LENTIL W/HAM,CND,RTS",85.75,56,3.74,1.12,1.24,8.16,,,17,1.07,9,74,144,532,0.3,0.07,0.12,0.3,1.7,0.07,0.045,0.545,0.14,0.09,20,0,20,20,,0.12,145,7,0,,,,,,,,,,0.45,0.52,0.13,3,248,"1 cup,  (8 fl oz)",567,"1 can,  (20 oz)",0
6038,"CAMPBELL'S,CHEDDAR CHS SOUP,COND",81.69,84,0.8,3.92,2.29,11.44,2.2,3.73,36,0.15,12,33,37,692,0.15,,,,0.2,,,,,,,,,,,,1024,,,,,,,,,,,,1.13,0.68,1.69,3,124,".5 cup, condensed",,,0
6039,"SOUP,MINESTRONE,CND,CHUNKY,RTS",86.72,53,2.13,1.17,1.35,8.64,2.4,2.17,25,0.74,6,46,255,288,0.6,0.1,0.3,2.2,2,0.023,0.049,0.491,0.3,0.1,22,9,13,28,6.9,0,1783,89,0,370,885,0,5963,45,0.67,0,0,3.2,0.62,0.38,0.11,2,240,1 cup,539,"1 can,  (19 oz)",0
6040,"SOUP,MINESTRONE,CND,COND",82.95,68,3.48,2.05,2.35,9.17,0.8,1.5,28,0.75,6,46,255,516,0.6,0.1,0.3,2.8,0.9,0.044,0.036,0.77,0.28,0.08,29,16,13,40,8.9,0,1708,85,0,210,920,0,1480,150,0.46,0,0,7.8,0.44,0.56,0.91,1,123,".5 cup,  (4 fl oz)",298,"1 can,  (10.5 oz)",0
6041,"CAMPBELL'S RED&WHITE,CHICK & DUMPLINGS SOUP,COND",86.4,56,2.38,1.98,1.3,7.94,0.8,0.79,0,0.29,,,,603,,,,,0,,,,,,,,,,,,397,,,,,,,,,,,,0.794,,,8,126,"1 serving, 1/2 cup",,,0
6042,"SOUP,MUSHROOM BARLEY,CND,COND",84.9,61,1.5,1.8,2.2,9.6,,,10,0.4,7,50,76,573,0.4,0.16,0.1,,0,0.02,0.07,0.7,0.1,0.14,5,0,5,5,,0,158,8,0,,,,,,,,,,0.35,0.8,0.57,0,126,".5 cup,  (4 fl oz)",305,"1 can,  (10.75 oz)",0
6043,"SOUP,CRM OF MUSHROOM,CND,COND",84.7,79,1.35,5.3,1.85,6.8,0.7,0.4,12,0.18,3,24,64,691,0.11,0.022,0.037,2.9,0,0.012,0.016,0.345,0.148,0.015,2,0,2,2,9.7,0,8,2,2,0,0,0,0,4,0.5,0.2,9,19.6,0.964,1.219,2.901,0,126,.5 cup,,,0
6044,"SOUP,MUSHROOM W/ BF STOCK,CND,COND",84.6,68,2.51,3.21,2.27,7.41,0.1,2.28,8,0.67,7,29,126,773,1.1,0.2,0.3,3.7,0.8,0.028,0.076,0.96,0.19,0.03,7,0,7,7,8.9,0,194,17,8,0,100,0,6632,0,0.89,0,0,2.3,1.24,1.12,0.62,6,126,".5 cup,  (4 fl oz)",305,"1 can,  (10.75 oz)",0
6045,"SOUP,ONION,CND,COND",86.35,46,3.06,1.42,2.49,6.68,0.7,2.72,22,0.55,2,9,56,516,0.5,0.1,0.2,3.5,1,0.027,0.02,0.49,0,0.04,12,0,12,12,4,0,11,3,3,0,1,0,0,1,0.22,0,0,0.4,0.21,0.61,0.53,0,123,".5 cup,  (4 fl oz)",298,"1 can,  (10.5 oz)",0
1136,"EGG,WHITE,DRIED,PDR,STABILIZED,GLUCOSE RED",8.54,376,82.4,0.04,4.55,4.47,0,0,89,0.24,72,89,1116,1238,0.16,0.17,0.05,125.1,0,0.037,2.316,0.723,1.958,0.024,96,0,96,96,8.4,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,"1 cup,  sifted",7,1 tbsp,0
6046,"SOUP,CRM OF ONION,CND,COND",81,88,2.2,4.2,2.2,10.4,0.4,3.64,27,0.5,5,30,98,637,0.12,0.11,0.2,2.3,1,0.04,0.06,0.4,0.24,0.02,6,0,6,6,11.4,0.04,113,28,27,0,13,0,0,10,0.43,0,0,2.2,1.17,1.67,1.16,12,126,.5 cup,305,"1 can,  (10.75 oz)",0
6047,"CAMPBELL'S RED & WHITE,CHICK & STARS SOUP,COND",86,56,2.38,1.59,1.3,8.73,0.8,0.79,0,0.29,,,444,381,,,,,0,,,,,,,,,,,,397,,,,,,,,,,,,0.397,0.794,0.397,4,126,"1 serving, 1/2 cup",,,0
6048,"SOUP,OYSTER STEW,CND,COND",89.88,48,1.72,3.13,1.95,3.32,0,,18,0.8,4,39,40,722,8.4,1.3,0.3,6.8,2.6,0.017,0.029,0.19,0.1,0.01,2,0,2,2,,1.79,58,3,0,,,,,,,,,,2.04,0.74,0.13,11,123,".5 cup,  (4 fl oz)",298,"1 can,  (10.5 oz)",0
6049,"SOUP,PEA,GRN,CND,COND",68.54,125,6.54,2.23,2.51,20.18,3.9,6.52,21,1.48,30,95,145,680,1.3,0.288,0.5,7.4,1.3,0.082,0.052,0.943,0.1,0.04,1,0,1,1,27,0,25,7,7,0,2,0,0,0,0.18,0,0,0.4,1.07,0.76,0.29,0,128,.5 cup,319,"1 can,  (11.2 oz)",0
6050,"SOUP,PEA,SPLIT W/HAM,CND,CHUNKY,RTS",80.95,77,4.62,1.66,1.6,11.17,1.7,1.91,14,0.89,16,74,127,301,1.3,0.1,0.25,4.1,2.9,0.048,0.039,1.05,0.2,0.09,2,0,2,2,16.9,0.1,2030,102,0,445,995,0,0,78,0.2,0,0,7.5,0.66,0.68,0.24,3,240,1 cup,539,"1 can,  (19 oz)",0
6051,"SOUP,PEA,SPLIT W/ HAM,CND,COND",65.67,141,7.68,3.28,2.57,20.81,1.7,,16,1.7,36,159,297,630,0.99,0.275,0.5,7.4,1.1,0.11,0.056,1.098,0.2,0.05,2,0,2,2,,0.2,331,17,0,,,,,,,,,,1.31,1.34,0.47,6,135,".5 cup,  (4 fl oz)",326,"1 can,  (11.5 oz)",0
6053,"SOUP,CRM OF POTATO,CND,COND",82,74,1.51,1.88,1.82,12.79,1.3,1.44,17,0.34,13,41,165,604,0.15,0.2,0.3,1.9,0.2,0.028,0.029,0.43,0.7,0.03,2,0,2,2,8.7,0.04,68,19,19,0,4,0,0,5,0.07,0,0,1.1,0.97,0.44,0.33,1,124,.5 cup,,,0
6054,"CAMPBELL'S RED & WHITE,CHICK ALPHABET SOUP,COND",84.4,56,2.38,1.19,2.5,9.52,0.8,0.79,0,0.29,,,659,381,,,,,1,,,,,,,,,,,,595,,,,,,,,,,,,0.397,0.397,0.397,4,126,.5 cup,,,0
6056,"SOUP,CRM OF SHRIMP,CND,COND",84.85,72,2.22,4.14,2.26,6.53,0.2,,14,0.42,7,26,47,685,0.6,0.1,0.3,4.5,0,0.015,0.022,0.34,0.11,0.03,3,0,3,3,6.9,0.47,126,32,30,,,,,,,,,,2.58,1.19,0.15,13,126,.5 cup,305,1 can,0
6057,"CAMPBELL'S RED&WHITE,CHICK BROTH,COND",95.9,16,0.81,0.81,0.62,0.81,0,0.81,0,0,,,,621,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,4,124,"1 serving, 1/2 cup",,,0
1137,"EGG,YOLK,DRIED",3.08,669,33.63,59.13,3.51,0.66,0,0.23,289,9.56,26,1040,264,149,7.73,0,0.185,139.3,0,0.387,1.257,0.083,9.063,0.742,209,0,209,209,2403.3,5.11,1590,477,477,79,0,70,0,1133,4.81,10.4,417,1.5,20.334,23.377,10.32,2307,67,"1 cup,  sifted",4,1 tbsp,0
6058,"CAMPBELL'S RED & WHITE,CHICK GUMBO SOUP,COND",86.4,48,1.59,0.79,3.28,7.94,0.8,1.59,16,0,,,,690,,,,,0,,,,,,,,,,,,79,,,,,,,,,,,,0.397,0,0,4,126,"1 serving, 1/2 cup",,,0
6061,"SOUP,TOMATO BF W/ NOODLE,CND,COND",74.08,112,3.55,3.42,2.08,16.87,1.2,,14,0.89,6,45,176,731,0.6,0.1,0.2,4,0,0.067,0.071,1.49,0.15,0.07,15,9,6,21,,0.15,425,21,0,,,,,,0.62,,,,1.27,1.38,0.54,3,251,"1 cup,  (8 fl oz)",305,"1 can,  (10.75 oz)",0
